Organization Name,Organization Name URL,Industries,Headquarters Location,Estimated Revenue Range,Operating Status,Company Type,Website,Full Description,Headquarters Regions,Founded Date,Founded Date Precision,Contact Email,Phone Number,LinkedIn,Facebook,Twitter,SimilarWeb - Monthly Visits,IPO Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Employees,Industry Groups,Stock Symbol,Stock Symbol URL
California Bank of Commerce,https://www.crunchbase.com/organization/california-bank-of-commerce,"Banking, Finance, Financial Services","Lafayette, California, United States",$10M to $50M,Active,,http://californiabankofcommerce.com,"Businesses face many challenges, but they believe banking shouldn't be one of them. That's why they built California Bank of Commerce to be a unique business bank with the power and sophistication of a money center bank but with the personal service of a local bank. Their bank is designed to build deep, lasting relationships between their experienced bankers and their clients. Their bankers will help demystify complex financial challenges and provide actionable, straight-forward, and effective solutions for your business. They serve the demanding financial needs of businesses, their owners and the professional service companies that support them in the San Francisco Bay Area. They invite you to experience the difference at California Bank of Commerce.","San Francisco Bay Area, West Coast, Western US",2007-01-01,year,,9252832269,,,,609,Public,16000000,USD,16000000,51-100,"Financial Services, Lending and Investments",CALB,https://www.crunchbase.com/ipo/california-bank-of-commerce-ipo--70119ea2
Nex Computer LLC,https://www.crunchbase.com/organization/nex-computer-llc,"Computer, Hardware, Innovation Management","Walnut Creek, California, United States",Less than $1M,Active,,http://NexDock.com/,"Nex Computer aims to change the way people use the computer through an innovative hardware concept. With this concept, the company creates a new  computer peripheral category called NexDock. In the future, Nex Computer wants to design docks with better integrated mini PCs. By separating processor & OS from the displays, the company hopes to start a paradigm shift in consumer electronics, which will enable less electronic waste for environment and a better computer to match consumers' needs. ","San Francisco Bay Area, West Coast, Western US",2016-01-01,year,info@NexDock.com,415-366-9600,https://www.linkedin.com/company/10684145/,,https://twitter.com/NexComputer,"109,589",Private,450000,USD,450000,1-10,"Consumer Electronics, Hardware",,
Issio Solutions,https://www.crunchbase.com/organization/issio-solutions,"Electronic Health Record (EHR), Enterprise Software, Health Care, Medical","Lafayette, California, United States",Less than $1M,Active,,http://www.issio.com,"Issio Solutions, Inc. operates a cloud-based electronic medical record platform for ambulatory surgery centers (ASCs). Its solution allows ASC users to access, send, receive, analyze, and share critical data in real-time online from mobile devices and desktops; and facilitates real-time remote communication between surgeons, anesthesiologists, nurses, administrators, caregivers, and patients. The company was incorporated in 2011 and is based in Lafayette, California.","San Francisco Bay Area, West Coast, Western US",2011-01-01,year,team@issio.net,650-799-1388,http://www.linkedin.com/company/issio-solutions-inc-,http://www.facebook.com/IssioSolutions,http://www.twitter.com/Issio_Solutions,,Private,3210085,USD,3210085,11-50,"Health Care, Software",,
HomeIQ Inc.,https://www.crunchbase.com/organization/homeiq-inc,"Consumer Software, Software","Lafayette, California, United States",,Active,For Profit,https://www.julesapp.com/,"Fundamentally change the way busy families manage life in the home, leading to a level of order, organization, economic efficiency and peace of mind previously not possible.","San Francisco Bay Area, West Coast, Western US",2016-05-01,day,kent@homeiqinc.com,925-588-4322,https://www.linkedin.com/company/jules-app-by-homeiq/,https://www.facebook.com/JulesApp/,https://twitter.com/Jules_HomeIQ,171,Private,3080000,USD,3080000,11-50,Software,,
"VEP Healthcare, Inc",https://www.crunchbase.com/organization/vep-healthcare-inc,"Emergency Medicine, Health Care, Medical","Concord, California, United States",$1M to $10M,Active,,http://vephealthcare.com,"VEP understands that their patients deserve expert medical care delivered with efficiency and compassion. They also understand that their physicians and advanced practice providers deserve to work within a high quality organization that puts a premium on the success of their careers as well as their physical and emotional well-being. They exist to deliver quality, compassionate healthcare to those in need, within a culture supportive of their healthcare providers and to be recognized as the premier provider of health services in emergent and inpatient settings.","San Francisco Bay Area, West Coast, Western US",1981-01-01,year,info@vephealthcare.com,+1 925-225-5837,https://www.linkedin.com/company/vep-healthcare,https://www.facebook.com/vephealthcare,https://www.twitter.com/vephealthcare,872,Private,2296439,USD,2296439,251-500,Health Care,,
Pac-12 Conference,https://www.crunchbase.com/organization/pac-12-conference,Sports,"Walnut Creek, California, United States",$100M to $500M,Active,For Profit,http://pac-12.com/,"The Pacific-12 Conference is a collegiate athletic conference that operates in the Western United States. The conference’s 12 members are located in Arizona, California, Colorado, Oregon, Utah, and Washington. They include each state’s flagship public university, four additional public universities, and two private research universities.","San Francisco Bay Area, West Coast, Western US",1915-12-02,day,,4155804203,https://www.linkedin.com/company/60326?trk=tyah&trkInfo=idx%3A1-1-1%2CtarId%3A1425835524884%2Ctas%3A+Pac-12+Conference,https://www.facebook.com/Pac12Conference,https://twitter.com/pac12,"91,051",Private,,,,1-10,Sports,,
Livo Mobile,https://www.crunchbase.com/organization/livo-mobile,"B2B, Developer Tools, Enterprise Applications, Enterprise Software, Mobile, Mobile Apps, SaaS, Software","Walnut Creek, California, United States",$1M to $10M,Active,For Profit,http://www.livomobile.com,"Livo offers an Cloud Mobility Platform to SW Vendors/Partners  to create mobile applications.  Livo features like security, integration with easiest common web skill requirement are unique. Software Vendors and SW Partners could use Livo to provide mobile app solution templates to their customers. SAP, Netsuite, Oracle, Axapta or any API company business mobile apps could be written on Livo easily. Subscription Model cloud.livomobile.com will be launched after major SW mobile app solution templates are ready. www.companymobileapps.com will be Business App Store for companies. Google/Amazon Deployments are ready. Livo Mobile was founded by Fetih Saygi in May 2016.","San Francisco Bay Area, West Coast, Western US",2016-01-01,year,info@livomobile.com,(650)660-0104,https://www.linkedin.com/company/livocorporation/,https://www.facebook.com/Livomobile,https://twitter.com/livomobile,291,Private,150000,USD,150000,11-50,"Apps, Mobile, Software",,
Wing Inflatables,https://www.crunchbase.com/organization/wing-inflatables,Manufacturing,"Lafayette, California, United States",$10M to $50M,Active,,https://www.inflatablesolutions.com/,,"San Francisco Bay Area, West Coast, Western US",1991-01-01,year,tlaws@wing.com,7078260136,,https://www.facebook.com/wing-inflatables-167109719973161,,"2,933",Private,9500000,USD,9500000,51-100,Manufacturing,,
Magin,https://www.crunchbase.com/organization/magin,"Apps, Mobile, Social Media","Walnut Creek, California, United States",Less than $1M,Active,,http://www.getmagin.com/,"Magin is an iPhone email app that tries to improve where other similar apps fall short by providing unique user interface, combined with cool features. The app tries to focus on most of the key things in email and makes them better by providing user experience that will make your actions seem fast and fluid. The app also tries to incorporate gestures and hand movements to excel the user experience, and combine these with unique animations that makes the interface to look lively and attractive. Being in such a crowded space Magin tries to differentiate from it's competitors by combining unique user interface with great features and aims to boost your productivity, whereas other similar apps are trying to ""just work"", Magin make it all seem like magic.","San Francisco Bay Area, West Coast, Western US",2013-01-01,year,hello@getmagin.com,650-417-8630,,,http://twitter.com/maginapp,,Private,445000,EUR,589082,11-50,"Apps, Internet Services, Media and Entertainment, Mobile, Software",,
Oncodisc,https://www.crunchbase.com/organization/oncodisc,Health Care,"Walnut Creek, California, United States",,Active,For Profit,https://oncodisc.com/,"Oncodisc is a Bay Area startup developing a system to improve cancer care through integrating an implantable medical device, remote monitoring, and data analytics.","San Francisco Bay Area, West Coast, Western US",2018-02-22,day,info@oncodisc.com,,,,,,Private,600000,USD,600000,1-10,Health Care,,
